text,label,answer
"একটি পোস্টকার্ডের দাম ১০ টাকা হলে ২০ টি পোস্টকার্ড কিনতে কত টাকা লাগবে ?","multiply","২০০"
"তুমি প্রতিদিন ১৫ টি করে অঙ্ক কষলে ১০ দিনে তুমি মোট কতগুলি অঙ্ক কষো ?","multiply","১৫০"
"কলার প্রতি ছড়ায় ১০ টি করে কলা আছে । এই রকম ৪  টি ছড়ায় মোট কতগুলি কলা আছে ?","multiply","৪০"
"কলকাতা থেকে মুর্শিদাবাদ বাসে ৭০ জন যাত্রী আছে । বাসভাড়া ১০ টাকা করে হলে মোট কত টাকা বাসভাড়া লাগবে ?","multiply","৭০০"
"৫০ পয়সা  ২৫পয়সা , ও  ১০ পয়সা একসঙ্গে করলে মোট কত পয়সা হবে ?","add","৮৫"
"২০ টি করে ফুল নিয়ে একটি করে মালা গাঁথলে , ওই রকম ৫ টি মালা গাঁথতে মোট কতগুলি ফুল লাগবে ?","multiply","১০০"
"একটি বাগানে ৩০ টি গোলাপ গাছ আছে । প্রতিটি গাছে যদি ৫ টি করে গোলাপ ফুল ফোটে তবে বাগানে মোট কতগুলি গোলাপ ফুল আছে ?","multiply","১৫০"
"একটি সুপারি বাগানে ৫ সারি সুপারি গাছ আছে , প্রত্যেক সারিতে ১০ টি করে গাছ আছে । এবং প্রত্যেক গাছে ৭৫ টি করে সুপারি হয়েছে । ওই বাগানে মোট কত সুপারি হয়েছে ?","multiply","৫০"
"একটি ছাত্রাবাসে ২৫ জন ছাত্র আছে । খাওয়া খরচ বাবদ ২০০ টাকা ও আলো ও অন্যান্য খরচ  ১৫০ টাকা দেয় । প্রতি মাসে  মোট কত টাকা খরচ হয়া ?","add","৩৫০"
"এক টাকায় ৩ টি কলা পাওয়া যায় । ১০ টাকার কতগুলি কলা পাবে ?","multiply","৩০"
"রেশমি বাবা ৫০  টাকা নিয়ে বাজারে গেলেন । সেখানে তিনি ১০ টাকা  আলু , ১৫ টাকা  চাল কিনলেন আর কত টাকা রইল ?","subtract","২৫"
"একজন ডিম বিক্রেতা তিন বাক্স ডিম কিনলেন । তিনি সেই ডিমগুলি বাছাই করার সময়  ১৫ টি ডিমের মধ্যে ৫ টি ডিম ভেগে দিলেন,আর কটি দিম রইল?","subtract","১০"
"একটি ছয়তলা হোটেলের প্রত্যেক তলায় ২০ টি করে ঘর আছে । প্রতিটি ঘরে দুইজন করে লোক থাকতে পারে , একসঙ্গে হোটেলে কতজন লোক থাকতে পারে ?","multiply","৪০"
"গতকাল সুরেশ ১ ঘন্টা পড়াশুনো করেছিল । সে কত মিনিট পড়াশুনো করেছিল ?","multiply","৬০"
"কিসান এর বয়স  ১৪ বৎসর । তার দাদার বয়স ১৫ বৎসর, কিসান দাদা  কত বৎসরের বড়?","subtract","১"
"একটি সাইকেল তৈরির কারখানায় প্রতিদিন ২০ টি করে সাইকেল তৈরি হয় ।  ২৫ দিনে মোট কতগুলি সাইকেল তৈরি হবে?","multiply","৫০০"
"৪ টি পরিবারের জন্যে মোট ২০ টি চকলেট রয়ছে ,সমপরিমান হিসাবে ৫ টি পরিবার কটি চকলেট পাবে?","divide","৪"
"এই বছর ৮০ টি মুর্শিদাবাদ সিল্কের শাড়ি বিদেশে রপ্তানি করা হয়েছে । যদি একটি শাড়ির দাম ৪০০০ টাকা হয় , ১৫ টি শাড়ির দাম কত হবে?","multiply","৬০০০০"
"একটি গ্রন্থাগার -এ ১০ জন সদস্য প্রত্যেকে ৫০ টাকা করে চাঁদা দিয়েছে । ২০ জন সদস্যদের কাছ থেকে কত টাকা চাঁদা পাওয়া যাবে?","multiply","১০০০"
"বন্যাত্রাণের সময় কোনো গ্রামের ২০ টি পরিবারের মধ্যে ৪ টি পরিবার পালিয়ে যায়, আর কটি পরিবার রইল ?","subtract","১৬"
"৭ দিনে এক সপ্তাহ হলে ২১ দিনে কত সপ্তাহ ?","divide","৩"
"১৫ টি পেয়ারার দাম ২০ টাকা হলে , একটি পেয়ারার দাম কত ?","multiply","৩০০"
"একটি বিয়েবাড়িতে বরপক্ষ ৫০ জন এবং কন্যাপক্ষ ৭০ জন উপস্থিত ছিল । ওই বিয়েবাড়িতে মোট কতজন উপস্থিত ছিল ।","add","১২০"
"রবুল ১২০ টাকা নিয়ে দোকানে গেল । দোকান থেকে ৬০ টাকার জিনিস কিনল , দোকানদার কত ফেরৎ দিল ?","subtract","৬০"
"২৪ ঘন্টায় একদিন হলে ৫ দিনে কত ঘন্টা ?","multiply","১২০"
"আদিতি তার জন্মদিনে ৪০ জন বন্ধুকে নিমন্ত্রণ করেছিল । কিন্তু ১৫ জন বন্ধু ওই অনুষ্ঠানে না আসায় কতজন উপস্থিত ছিল ?","subtract","২৫"
"আদিতি তার জন্মদিনে ৪০ জন বন্ধুকে নিমন্ত্রণ করেছিল । কিন্তু ২০ জন বন্ধু ওই অনুষ্ঠানে না আসায় কতজন উপস্থিত ছিল ?","subtract","২০"
"তোমাদের বিদ্যালয়ে মোট ছাত্র - ছাত্রীর সংখ্যা ৩০০ জন , নতুন আরও ৪০ জন ভর্তি হলে মোট ছাত্র - ছাত্রী সংখ্যা কত হবে ?","subtract","২৬০"
"তোমার বর্তমান বয়স ৬ বৎসর , তোমার বোনের বয়স ১০ বৎসর এবং তোমার দাদার বয়স ১২ বৎসর , তিনজনের মোট বয়স কত ?","add","২৮"
"তোমার বর্তমান বয়স ১০ বৎসর , তোমার বোনের বয়স ১৫ বৎসর এবং তোমার দাদার বয়স ১২ বৎসর , তিনজনের মোট বয়স কত ?","add","৩৭"
"একটি সাইকেল ৪ ঘন্টায় ২০ কি.মি. পথ যায় । ঘন্টায় সাইকেল কত কি.মি. পথ যাবে ?","divide","৫"
"তিন অঙ্কের বৃহত্তম সংখ্যার সঙ্গে ২ যোগ করলে কোন্ সংখ্যা হয় ?","add","১০০১"
"চার অঙ্কের ক্ষুদ্রতম সংখ্যার সঙ্গে ২ যোগ করলে কোন্ সংখ্যা হয় ?","add","১০০২"
"তিন অঙ্কেরক্ষুদ্রতম সংখ্যার সঙ্গে ২ যোগ করলে কোন্ সংখ্যা হয় ?","add","১০২"
"চার অঙ্কের বৃহত্তম সংখ্যার সঙ্গে ২ যোগ করলে কোন্ সংখ্যা হয় ?","add","১০০০১"
"ছয় অঙ্কের ক্ষুদ্রতম সংখ্যা থেকে ২ বিয়োগ দিলে কোন্ সংখ্যা হয় ?","subtract","৯৯৯৯৮"
"দুই  , তিন, অঙ্কের বৃহত্তম সংখ্যা তিনটির সমষ্টি কত ?","add","১০০৯৮"
"তিন ও চার অঙ্কের ক্ষুদ্রতম সংখ্যা দুটির যোগফল কত ?","add","১১০০"
"তোমাদের বাগানে ২০ টি নারকেল গাছ ১০ টি সুপারি গাছেও ২৫ টি পেঁপে গাছ আছে । ওই বাগানটিতে মোট কয়টি গাছ আছে ?","add","৫৫"
"তোমার কাছে ১২০ পয়সা ছিল , তা থেকে ৬০ পয়সার লজেন্স কিনলে । এখন তোমার কাছে কত পয়সা থাকল ?","subtract","৬০"
"২০ টি লেবু ৪ জন ছাত্রকে সমানভাগে ভাগ করে দিলে , প্রত্যেক ছাত্র কয়টি করে লেবু পাবে ?","divide","৫"
"একটি বিস্কুটের প্যাকেটের দাম ২৫ টাকা , ওইরূপ ৭ টি প্যাকেটের দাম কত ?","multiply","১৩৫"
"ডোনার কাছে ৬০ টি বেগুনী বল রয়েছে, তিনি মৌমিকে ১৫ টি বল দিয়েছিলেন। তার কাছে এখন কতগুলি বেগুনী বল রয়েছে?","add","৭৫"
"ডোনার কাছে ২০ টি বেগুনী বল রয়েছে, তিনি মৌমিকে ১৫ টি বল দিয়েছিলেন। তার কাছে এখন কতগুলি বেগুনী বল রয়েছে?","add","৩৫"
"ডোনার কাছে ৩০ টি বেগুনী বল রয়েছে, তিনি মৌমিকে ১৫ টি বল দিয়েছিলেন। তার কাছে এখন কতগুলি বেগুনী বল রয়েছে?","add","৪৫"
"ডোনার কাছে ৫০ টি বেগুনী বল রয়েছে, তিনি মৌমিকে ১৫ টি বল দিয়েছিলেন। তার কাছে এখন কতগুলি বেগুনী বল রয়েছে?","add","৬৫"
"ডোনার কাছে ৪০ টি বেগুনী বল রয়েছে, তিনি মৌমিকে ১৫ টি বল দিয়েছিলেন। তার কাছে এখন কতগুলি বেগুনী বল রয়েছে?","add","৫৫"
"ডোনার কাছে ৮০ টি বেগুনী বল রয়েছে, তিনি মৌমিকে ১৫ টি বল দিয়েছিলেন। তার কাছে এখন কতগুলি বেগুনী বল রয়েছে?","add","৯৫"
"ডোনার কাছে ৭০ টি বেগুনী বল রয়েছে, তিনি মৌমিকে ১৫ টি বল দিয়েছিলেন। তার কাছে এখন কতগুলি বেগুনী বল রয়েছে?","add","৮৫"
"জানুয়ারি মাসে ৩০ , ফেব্রুয়ারি মাসে ২৮ দিন ও মার্চ মাসে ৩০ দিন হলে , তিনমাসের মোট দিনসংখ্যা কত ?","add","৮৮"
"চন্ডীপুর গ্রামে ৫৫০ জন পুরুষ , ১৫০ জন মহিলা ও ১০০ জন শিশু বাস করে , তাহলে ওই গ্রামের মোট জনসংখ্যা কত ?","add","৮০০"
"একটি বিদ্যালয়ে প্রথম শ্রেণিতে ৩৫ জন , দ্বিতীয় শ্রেণিতে ৫৫ জন , তৃতীয় শ্রেণিতে ৭৫ জন ও চতুর্থ শ্রেণিতে ২৫ জন থাকলে ওই চারটি শ্রেণিতে মোট ছাত্র সংখ্যা কত ?","add","১৯০"
"একটি বাগানে ৫০ টি সুপারি গাছ , ২০ টি নারিকেল গাছ , ৩০ টি তালগাছ ও ৩ টি পেয়ারা গাছ আছে , বাগানে মোট কয়টি গাছ আছে ?","add","১০৩"
"প্রবিন বাৎসরিক পরীক্ষায় অঙ্কে ৮০ , বাংলায় ৫০ ও ইংরেজিতে ৬০ নম্বর পেয়েছে , ওই তিনটি বিষয়ে প্রবিন মোট কত নম্বর পেয়েছে ?","add","১৯০"
"তোমার বিদ্যালয়ে সরস্বতী পূজা উপলক্ষ্যে প্রথম শ্রেণি ১৫০ টাকা , দ্বিতীয় শ্রেণী থেকে ২০০ টাকা দুই শ্রেণী থেকে মোট কত চাঁদা উঠেছে ?","add","৩৫০"
"প্রলয়বাবু ৯০ কি.মি. পথ ট্রেনে , ৫০ কি.মি. পথ বাসে ও ৮০ কি.মি. পথ রিক্সায় ভ্রমণ করলেন , তিনি মোট কত পথ ভ্রমণ করলেন ।","add","২২০"
"তোমাদের লাইব্রেরিতে ৪০ টি গল্পের বই , ৩০ টি উপন্যাস ও ৮ টি কবিতায় । বই আছে , তোমাদের পাঠাগারে মোট কতগুলি বই আছে ?","add","৭৮"
"তিনটি ড্রামে ৫০০০ লিটার , ২১০ লিটার ও ১২০০ লিটার জল আছে । ওই তিনটি ড্রামে জল একটি বড়ো ড্রামে ঢাললে , ওই ড্রামে মোট কত লিটার জল থাকবে ?","add","৬৪১০"
"একটি আলমারির দাম ৫০০০ টাকা , ৯ টি চেয়ারের দাম একত্রে ৩০০০ টাকা ও দুটি টেবিলের দাম ২০০০ টাকা , সব কয়টি জিনিস কিনতে মোট কত টাকা লাগবে ?","add","১০০০০০"
"জতিনবাবুর পরপর তিনমাসে পোস্টঅফিসে যথাক্রমে ২০০০ টাকা , ৮০০০ টাকা ও ২০০০ টাকা জমা রাখলেন , তিনি ওই তিনমাসে মোট কত টাকা জমা রাখলেন ?","add","১২০০০০"
"ঘোষবাবুর ৫ টি কলম ছিল একটি হারিয়ে গেল কয়টি রইয়ল?","subtract","১"
"একটি বাইসাইকেল র ৪ টি চাকা ১০ টি বাইসাইকেল কটি চাকা?","multiply","৪০"
"৮ র আগের সাংখ্যার সাথে ১ বিয়োগ করলে কি হয়?","subtract","৬"
"৪  র পরের সাংখ্যার সাথে ১ বিয়োগ করলে কি হয়?","subtract","৪"
"৫  আঙ্কের ক্ষুদ্রতম  সাংখ্যার সাথে ১ বিয়োগ করলে কি হয়?","subtract","৯৯৯৯"
"রফিয়া র ৫ টি মুরগি ছিল,একটি রাকিব খেয়ে নিল  ১  বাকি কয়টি রইল?","subtract","৪"
"আয়েশাস ১০ টি গরু ছিল একটি মারা গেল কয়টি গরু বেচে রইল?","subtract","৯"
"একটি শহরে ৫০০০ জন হিন্দু ২০০০ জন মুসলমান , ২০০০ জন খ্রিস্টান ও ৩০০০ জন অন্যান্য সম্প্রদায়ের লোক বসবাস করেন । ওই শহরে মোট লোকসংখ্যা কত ?","add","১২০০০০"
"একটি পাঠাগারে ছোটো গল্প বইয়ের সংখ্যা ১০০০  টি , বিজ্ঞানভিত্তিক বইয়ের সংখ্যা ৫০০ টি কবিতার বই ৭০০ টি ওই লাইব্রেরিতে মোট বইয়ের সংখ্যা কত?","add","১৩০০"
"একটি খেলায় সেওাক ১০০ রান , রহিত ২০০ রান , সৌরভ ৩০০  রান করল ,খেলায় মোট কত রান করল?","add","৬০০"
"একটি স্কুলের ছাত্র - ছাত্রীদের ১০০ টি বিস্কুট , ৪০ টি লজেন্স ও ১৫০ টি কমলালেবু দেওয়া হল , বিস্কুট , লজেন্স ও কমলালেবুর মোট সংখ্যা কত ?","add","২৯০"
"রফিয়া র ৫ টি মুরগি ছিল,একটি রাকিব খেয়ে নিল  ২  বাকি কয়টি রইল?","subtract","৩"
"একটি শহরে ৪০০ জন পুরুষ , ৫০০ জন মহিলা এবং ১০০ টি শিশু বসবাস করে । ওই শহরে মোট কতজন মানুষ বসবাস করে ?","add","১০০০"
"একটি গরুর দুটি কান ৪ গরুর কয়টি কান?","multiply","৮"
"রফিয়া র ৫ টি মুরগি ছিল,একটি রাকিব খেয়ে নিল  ৩বাকি কয়টি রইল?","subtract","২"
"৫ অঙ্কের ক্ষুদ্রতম সংখ্যা ৪ অঙ্কের বৃহত্তম সংখ্যার চেয়ে কত বেশি ?","subtract","৯০০০"
"এক দোকানদার ৩০০০ টাকার জিনিস কিনে ৪০০০ টাকায় বিক্রি করলেন । তিনি কত টাকা লাভ করলেন ?","subtract","১০০০"
"কোনো পরীক্ষায় ২০০০ জন পরীক্ষার্থী ছিল । ১৫০০ জন পাশ করল । কতজন ফেল করেছিল ?","subtract","৫০০"
"তোমাদের বিদ্যালয়ে সাংস্কৃতিক অনুষ্ঠানে  ৫০০০ টাকা চাঁদা উঠল , এবং অনুষ্ঠানে মোট খরচ হল ৩০০০ টাকা । বিদ্যালয়ে সাংস্কৃতিক ফান্ডে কত টাকা থাকবে ?","subtract","২০০০"
"তোমাকে দুই হাজার লিখতে বলা হল । তুমি ৫০০ লিখলে , তুমি কত কম  লিখলে ?","subtract","১৫০০"
"এক ব্যক্তি তার পুকুর থেকে ৪০০ টি মাছ ধরলেন । এবং পরে ৩০০ টি পুকুরে ছেড়ে দিলেন । ওই ব্যক্তির কাছে কত মাছ থাকল ?","subtract","১০০"
"৫ অঙ্কের বৃহত্তম সংখ্যা ৪ অঙ্কের ক্ষুদ্রতম সংখ্যার থেকে কত কম ?","subtract","৯০০০০"
"তোমার কাছে ৫০০ টাকা ছিল , আর কত দিলে ৬০০ টাকা হবে ?","subtract","১০০"
"তোমার ইতিহাস বইতে ২০০ টি পাতা আছে , এবং তোমার ভূগোল বইতে ২৫০ টি পাতা আছে ভূগোল  বইটিতে কত পাতা বেশি আছে ?","subtract","৫০"
"তোমার ইংরেজি বইতে ২০০ টি পাতা আছে , এবং তোমার বাংলা বইতে ৩০০ টি পাতা আছে বাংলা  বইটিতে কত পাতা কম আছে ?","subtract","১০০"
"সমীরকে পাঁচ হাজার লিখতে বলা হল , সে ৩ হাজার লিখল , সমীর কত বেশি লিখল ?","subtract","২০০০"
"৫০০০ এর থেকে ৪০০০ কত বড় ?","subtract","১০০০"
"রফিয়া ১৫ টি মুরগি ছিল,একটি রাকিব খেয়ে নিল ৫  বাকি কয়টি রইল?","subtract","১০"
"রাজিবাবু ৫০০০ টাকা আয় করে এবং সমিরনবাবু ৬০০০ টাকা আয় করেন । সমিরনবাবু কত বেশি টাকা আয় করেন ?","subtract","১০০০"
"৪০০০ থেকে কত দিয়ে বিয়োগ করলে ২০০০ হবে ?","subtract","২০০০"
"রফিয়া র ২৫ টি মুরগি ছিল,একটি রাকিব খেয়ে নিল  ১০  বাকি কয়টি রইল?","subtract","১৫"
"মৃন্ময়বাবু মাসে ৫০০০ টাকা আয় করেন । এবং ৩০০০ টাকা ব্যয় করেন । তাঁ মাসিক সঞ্চয় কত ?","subtract","২০০০"
"মুন্নিকে ৪ হাজার পাঁচশত দশ লিখতে বলা হল , ২০০০ লিখল । মুন্নি কত কম  লিখল ?","subtract","২০০০"
"তোমার কাকা বাজার থেকে ৫০ টি লেবু বাড়ি নিয়ে এলেন, সেটি থেকে প্রমিলা কে ১০ টি দিলেন  । এখন কত লেবু থাকল ?","subtract","৪০"
"একটি ট্রেনে ২০০০ জন যাত্রী ছিল । একটি স্টেশনে ৫০০ জন যাত্রী নামল এবং ৩০০ জন যাত্রী উঠল ,এখন ওই ট্রেনে কতজন যাত্রী থাকবে ?","add","১৮০০"
"একটি ব্যাগে ৫০০ টি মার্বেল ছিল । তার থেকে তোমার ভাইকে ২০০ টি মার্বেল দিলে।  এখন ব্যাগে কত মার্বেল থাকবে ?","subtract","৩০০"
"উজ্জ্বলবাবু ২০০০ টাকা নিয়ে বাজারে গেলেন । তিনি ৪০০ টাকার ইলিশ মাছ , ৫০০ টাকার সব্জি , ও ৩০০ টাকা রিক্সা ভাড়া দিলেন , তাঁর কাছে আর কত টাকা রইল ?","subtract","৮০০"
"তোমার কাছে ১৫ টি খেলনা ছিল। একটি তুমি তোমার বোন কে ২ দিয়ে দিলে এখন কয়টি খেলনা থাকল?","subtract","১৩"
"একটি ফুলে ৬ টি পাপড়ি আছে , এরূপ ১৫ টি ফুলে মোট কয়টি পাপড়ি হবে ?","multiply","৯০"
"একদিন ২৪ ঘন্টায় হয় , ১ মাসে কত ঘন্টা হবে ?","multiply","৭২০"
"৬০ মিনিটে ১ ঘন্টা ,  ৩ দিনে কত মিনিট হবে ?","multiply","১৪৪০"
"একটি পেন্‌সিলের দাম ১০ টাকা হলে , ২ ডজন পেন্‌ন্সিলের দাম কত হবে ?","multiply","১২০"
"১ ডজন কলার দাম ৪০ টাকা হলে , ৬ ডজন কলার দাম কত হবে ?","multiply","২৪০"
"একটি বইয়ে ২০০ টি পৃষ্ঠা আছে , ১৪ টি বইয়ের পৃষ্ঠা সংখ্যা কত হবে ?","multiply","২৮০০"
"রফিয়া র ৩৫ টি মুরগি ছিল,একটি রাকিব খেয়ে নিল  ১০  বাকি কয়টি রইল?","subtract","২৫"
"একটি পাঠাগারে ছোটো গল্প বইয়ের সংখ্যা ৫০০  টি , বিজ্ঞানভিত্তিক বইয়ের সংখ্যা ৩০০ টি কবিতার বই ৭০০ টি ওই লাইব্রেরিতে মোট বইয়ের সংখ্যা কত?","add","১৫০০"
"১ অঙ্কের ক্ষুদ্রতম সংখ্যার সঙ্গে ২ অঙ্কের বৃহত্তম সংখ্যার গুণফল কত হবে ?","multiply","৯৯"
"একটি ডিমের ট্রেতে ৪০ টি ডিম থাকে এরুপ ১০ টি ট্রেতে কাটি ডিম থাকবে ।","multiply","৪০০"
"সরস্বতী পূজা উপলকে তোমাদের শ্রেণী প্রত্যেকে ৫০ টাকা করে চাঁদা দিল । তোমাদের শ্রেণিতে যদি ৫০০ জন ছাত্র - ছাত্রী থাকে , তাহলে মোট কত চাঁদা উঠল ?","multiply","২৫০০"
"তুমি প্রতিদিন ২০ টি অঙ্ক করতে পারো ।  ১ সপ্তাহে তুমি কতগুলি অঙ্ক করে","multiply","১৪০"
"একটি বইয়ের দাম ৭০ টাকা এবং একটি খাতার দাম ৫০ টাকা , বই ও খাতার মোট দাম কত হবে ?","add","১২০"
"শামো প্রতিদিন ৩৪ টি অঙ্ক করলে , ১ মাসে সে কতগুলি অঙ্ক করবে ?","multiply","১০২০"
"একটি বাড়ির ১ মাসের ভাড়া ৫০০ টাকা হলে ৩ মাসের -র ভাড়া কত হবে ?","multiply","১৫০০"
"কলকাতা থেকে দিঘা দূরত্ব প্রায় ২০০ কিমি ওই দূরত্ব অতিক্রম করে ৫ বার যাতায়াত করলে মোট কত দূরত্ব অতিক্রম করবে ।","multiply","১০০০"
"এজন শ্রমিক প্রতিদিন ২৫০ টাকা করে মজুরি পান । ১০ দিনে শ্রমিকটি কত টাকা মজুরি পেলেন ?","multiply","২৫০০"
"একটি টেবিলের দাম ২০০ টাকা হলে , ১৫ টি টেবিলের দাম কত ?","multiply","৩০০০"
"কামালদা -র ১০ টি দকান ছিল ২ ভেগে গেল ঝড়ে কয়টি রইয়ল ?","subtract","৮"
"আমার কাছে ৫ টি কলম ছিল।আমার  দিদি ২ টি নিয়ে নিল আর কয়টি কলম রইল?","subtract","৩"
"একটি গাছে ১০ টি পায়রা বসেছিল একটি উড়ে গেল কয়টি পায়রা বসে রইল?","subtract","৯"
"মতিন-র কাছে ১৫ টাকা ছিল সেই টাকা থেকে মতিন তার বোন ৪ টাকা দিয়ে দিল র কত টাকা রইল?","subtract","১১"
"দুই বান্ধবি ২০০ টাকা নিয়ে বাজারে গেছিল ১৩০ টাকা খরছ করিল আর মোট কত টাকা রইল ?","subtract","৭০"
"১ টি কলম র দাম ২০ টাকা হলে  ৩ টি কলম র দাম কত?","subtract","৬০"
"সাঙ্কার ২ বোন ৬ ভাই হলে সাঙ্কার বোন ভাই কজন?","add","৮"
"জিয়ান বাড়িতে ১৫ টি গরু ৪ টি ছাগল মোট কত পশু আছে?","add","১৯"
"একটি কুকুরের ৪ টি পা ১০ টি গরুর কয়টি পা?","multiply","৪০"
"একটি ছাগল র ৪ টি পা ৫ টি ছাগলের কয়টি পা?","multiply","২০"
"সুকুমলের  ১৫ জনের পরিবার দুইজন মারা গেলে কয়জন বেচে আছে?","subtract","১৩"
"৩৫৬ দিনে ১ বৎসর হলে ২ বৎসর এ কত দিন?","multiply","৭৩০"
"একটি বালতির দাম ৬০ টাকা হলে ১০  টি বালতির দাম কত?","multiply","৬০০"
"একটি বিস্কুট প্যাকেট ৮ টি বিস্কুট ছিল। ১০ টি বিস্কুট প্যাকেট এ কটি বিস্কুট পাবে?","multiply","৮০"
"একটি ঘড়ির দাম ৫০০ টাকা হলে ৪ টি ঘড়ির দাম কত হবে?","multiply","২০০০"
"একটি লেবু গাছে ৬ টি লেবু ধরেছে ১০  টি লেবু গাছে কটি লেবু হবে?","multiply","৬০"
"৭দিনে ১ সপ্তাহ হলে ২৮ দিনে কত সপ্তাহ?","divide","৪"
"২ কে ১৫ দিয়ে গুন করলে গুনফল কত হবে?","multiply","৩০"
"২০ টি লজেন্স ৪ জনের মধ্যে সমান ভাগে ভাগ করে দিলে সবাই কটি করে পাবে ?","divide","৫"
"সিয়া দিনে ৬ টি অঙ্ক কষে  ১২ দিনে কয়টি অঙ্ক কসবে?","multiply","৭২"
"১২ টি খাতার দাম ৬০০ টাকা১টি খাতার দাম কত?","divide","৫০"
"৪৪ কে কত দিয়ে ভাগ করলে ১১ হবে ?","divide","৪"
"২০০ র মধ্যে কটি ১০ আসবে?","divide","২০"
"১ টি মুরগি ৪ টি ডিম দিলে ৬ টি মুরগি কয়টি ডিম দেবে?","multiply","২৪"
"১ টি খাতার দাম ৫০ টাকা হলে ২০ টি খাতার দাম কত?","multiply","১০০০"
"২ বাক্তি  ১ মাসের মোট আয় ৬০০০ টাকা ২ মাসের আয় কত হবে?","multiply","১২০০০"
"তুমি প্রতিদিন ২০ টাকা করে জমালে তুমি ২ মাসে কত টাকা জমাবে?","multiply","১২০০"
"১২০ টি লেবু বাজার থেকে আনা হল প্রত্যেক কে ২ টি করে দিলে ৩০-জন লেবু পাবে?","divide","৪"
"১ টি খেলনার দাম ৪০ টাকা হলে ১৫ টি খেলনার দাম কত?","multiply","৬০০"
"সুজানবাবু ৩০ টি ছাতা ছিল,৫ টি হারিয়ে গেলে কয়টি ছাতা থাকবে?","divide","২৫"
"১ টি ছাগলের ৪ টি করে বাচ্চা হলে ৩০ টি ছাগলের কয়টি বাচ্চা হবে?","multiply","১২০"
"একটি খেলায় সেওাক ২০০ রান , রহিত ২০০ রান , সৌরভ ৩০০  রান করল ,খেলায় মোট কত রান করল?","add","৭০০"
"একটি খেলায় সেওাক ৩০০ রান , রহিত ২০০ রান , সৌরভ ৩০০  রান করল ,খেলায় মোট কত রান করল?","add","৮০০"
"কিসানের  বাজারএ গিয়ে  ১৫ টাকার কলম, ২০ টাকার খাতা কিনল কিসান কত টাকা খরছ করিল?","add","৩৫"
"আকাশে ২৫ টি ঘুরি উড়ছিল ১০ টি কেটে পড়ে আর কয়টি ঘুরি আকাশে রইল?","subtract","১৫"
"আমার দিদির কাছে ৩০ টি কলম ছিল একটি আমায়, একটি দাদা কে৫ দিয়ে দিলে র কয়টি কলম থাকবে?","subtract","২৫"
"আবুলের দিদি ৫০০ টাকা নিয়ে মেলা দেখতে গেলেন ২০০ টাকা খরচ করিলেন আর কত টাকা থাকবে?","subtract","৩০০"
"বিধ্যালয় পড়ুয়াদের এক এক জনকে ২০ টাকা করে দেওয়া হল ৫ জন কে সব মোট কত টাকা দেওয়া হবে?","multiply","১০০"
"একটি টটেলিভিশন র দাম ৩০০০টাকা ৫ টি টেলিভিশান র দাম কত?","multiply","১৫০০০"
"একটি বাস এ ২৫ জন লোক বসে ৮ টি বাসে কতজন লোক বসবে?","multiply","২০০"
"একটি মুরগির দাম ৫০০ টাকা হলে ১০ টি মুরগির দাম কত হবে?","multiply","৫০০০"
"বাগানে ডোনার  ১৫ টি আলু এবং ৪ টি ফুটি ছিল। খরগোশ ৪ টি আলু খেয়েছিল। ডোনার এখন কত আলু আছে?","subtract","১১"
"সোমার কাছে ৮ টাকা ছিল। তার বোন ৫ টাকা ধার নিয়েছে। সোমার এখন কত টাকা আছে?","subtract","৩"
"সানির ১৫ টি কুকুরছানা এবং ৪ টি বিড়াল ছিল। তিনি তার বন্ধুদের ৫ টি কুকুরছানা দিয়েছিলেন। তার এখন কত কুকুরছানা আছে?","subtract","১০"
"মানিক ১০ টি ঝিনুক এবং ৪ টি তারামাছ পেয়েছিল, তবে ৪ টি ঝিনুক ভেঙে গেছে। মানিক কয়টি ভালো ঝিনুক পেয়েছিল?","subtract","৬"
"মৌলির কাছে ৩০ টি বল ছিল এবং ১০ টি ফেটে গিয়েছিলো।  মৌলির ১৮ টি বল কিনেছিল। মৌলির এখন কয়টি বল আছে?","add","৩৮"
"সানা বাগান থেকে ৩৫ নাশপাতি এবং ২৭ টি আপেল বাছাই করেছে। সে ডোনাকে ২০ নাসপাতি উপহার দিয়েছিল। সানার কাছে কত নাশপাতি আছে?","subtract","১৫"
"জেনি ৪০ টি তরমুজ এবং ৩০ গাজর চাষ করেছিল, তবে খরগোশ ২০ টি তরমুজ খেয়েছিল। জেনির কাছে কত তরমুজ রয়েছে?","subtract","২০"
"চয়ন সমুদ্রে ৫০ টি ঝিনুক ও ২৫ তারামাছের পেয়েছিল। তিনি জেনিকে ২০ টি ঝিনুক দিয়েছেন। চয়নের এখন কত ঝিনুক রয়েছে?","subtract","৩০"
"জয়ার ৫০ টি সবুজ মার্বেল এবং ৪৮ টি লাল মার্বেল রয়েছে। ফারুক জয়ার সবুজ মার্বেল ২৫ টি নিয়েছিলেন। জয়ার এখন কত সবুজ মার্বেল আছে?","subtract","২৫"
"নিকো পার্কে বর্তমানে ৪০ টি আখরোট গাছ এবং ১২ কমলালেবু গাছ রয়েছে। ২০ টি আখরোট গাছ কেটে ফেলতে হয়েছিল। পার্কে এখন কয়টি আখরোট গাছ থাকবে?","subtract","২০"
