"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১২ মি এবং প্রস্থ ৭ মি। ক্ষেত্রফল কত?",multiply,৮৪
"মিঠুর কাছে ৫/৮ কেজি চিনি আছে। সে ১/৪ কেজি ব্যবহার করল। কত কেজি বাকি?",subtract,৩/৮
"একটি দোকানে ৬০টি খেলনা আছে। ১৫টি বিক্রি হলো। পরে আরও ২০টি যোগ হলো। এখন কতটি আছে?",multi_step,৬৫
"রাহিম ৮টি কলম কিনল। প্রতিটি কলম ১৫ টাকা। মোট কত টাকা খরচ হলো?",multiply,১২০
"একটি ট্রেনে ৭০ জন যাত্রী আছে। প্রতিটি কোচে ৬ জন বসে। কতটি কোচ লাগবে?",divide_ceil,১২
"মিতা ২৫ টাকা দিয়ে ৫টি চকলেট কিনল। প্রতিটির দাম কত?",divide,৫
"একজন ছাত্র প্রতিদিন ৪ ঘণ্টা পড়ে। ৮ দিনে মোট কত ঘণ্টা পড়বে?",multiply,৩২
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ৯ মি এবং প্রস্থ ৫ মি। ক্ষেত্রফল কত?",multiply,৪৫
"রুবি ১৫টি পেন্সিল কিনল। পরে ৫টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,১০
"একটি দোকানে ১০০টি আপেল আছে। ৩০টি বিক্রি হলো। পরে আরও ২৫টি যোগ হলো। এখন কতটি আছে?",multi_step,৯৫
"মিতা ৫০ টাকা দিয়ে ৫টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,১০
"একজন কৃষক প্রতিদিন ১২টি ডিম পায়। ৮ দিনে মোট কতটি ডিম?",multiply,৯৬
"একটি ক্লাসে ৪০ জন ছেলে এবং ৩৫ জন মেয়ে আছে। মোট কতজন?",add,৭৫
"রাহিম ১৮০ টাকা দিয়ে ৬টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৩০
"একটি বাসে ৬০ জন যাত্রী আছে। ২০ জন নেমে গেল। পরে ২৫ জন উঠল। এখন কতজন আছে?",multi_step,৬৫
"একটি বাক্সে ১৫টি চকলেট আছে। ৮টি বাক্সে মোট কতটি?",multiply,১২০
"মিতা ৬ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ১০ দিনে কত কিমি হাঁটবে?",multiply,৬০
"রুবি ৬০ টাকা দিয়ে ৫টি কলম কিনল। প্রতিটির দাম কত?",divide,১২
"একজন শ্রমিক ৮ ঘণ্টা কাজ করে। ৭ দিনে মোট কত ঘণ্টা কাজ করবে?",multiply,৫৬
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১২ মি এবং প্রস্থ ৮ মি। ক্ষেত্রফল কত?",multiply,৯৬
"রাহিম ২২০ টাকা দিয়ে ৫টি খাতা কিনল। প্রতিটির দাম কত?",divide,৪৪
"একটি বাসে ৫০ জন যাত্রী আছে। ২০ জন নেমে গেল। পরে ৩০ জন উঠল। এখন কতজন আছে?",multi_step,৬০
"একটি বাক্সে ২০টি পেন্সিল আছে। ১০টি বাক্সে মোট কতটি?",multiply,২০০
"মিতা ৭ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ৮ দিনে কত কিমি হাঁটবে?",multiply,৫৬
text,label,answer
"রাহিমের কাছে ১৫০ টাকা আছে। সে ৪০ টাকা দিয়ে কলম কিনল। পরে আরও ৩০ টাকা পেল। এখন তার কাছে কত টাকা আছে?",multi_step,১৪০
"মিঠুর কাছে ৭/৮ কেজি চিনি আছে। সে ১/৪ কেজি ব্যবহার করল। কত কেজি বাকি?",subtract,৫/৮
"একটি ট্রেনে ৯০ জন যাত্রী আছে। প্রতিটি কোচে ৮ জন বসে। কতটি কোচ লাগবে?",divide_ceil,১২
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১৪ মি এবং প্রস্থ ৯ মি। ক্ষেত্রফল কত?",multiply,১২৬
"মিতা ২৫টি আপেল কিনল। ৮টি খেয়ে ফেলল। পরে আরও ১৫টি কিনল। এখন কতটি আছে?",multi_step,৩২
"একটি স্কুলে ৭৫ জন ছাত্র আছে। ৫টি দলে ভাগ করা হলো। প্রতিটি দলে কয়জন?",divide,১৫
"রুবি ১৮০ টাকা দিয়ে ৬টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,৩০
"একজন কৃষক প্রতিদিন ২০টি ডিম পায়। ৬ দিনে মোট কতটি ডিম হবে?",multiply,১২০
"একটি দোকানে ১০০টি কলম আছে। ২৫টি বিক্রি হলো। পরে ৩০টি আরও আনা হলো। এখন কতটি কলম আছে?",multi_step,১০৫
"একটি ট্রাক ৭ কিমি প্রতি লিটার গ্যাস খায়। ট্রাক ৪২ কিমি যাবে। কত লিটার গ্যাস লাগবে?",divide,৬
"রাহিমের কাছে ৩০০ টাকা আছে। সে ৫০ টাকা খরচ করল। পরে ১০% টাকা ফেরত পেল। এখন কত টাকা আছে?",multi_step,২৭৫
"মিতা ৫/৬ কেজি চিনি কিনল। সে ১/৩ কেজি ব্যবহার করল। কত কেজি বাকি?",subtract,১/২
"একটি ক্লাসে ৪০ জন ছেলে এবং ৩৫ জন মেয়ে আছে। মোট কতজন ছাত্র?",add,৭৫
"রুবি ৫টি বই কিনল। প্রথম বই ২৫ টাকা, দ্বিতীয় ৩০ টাকা, তৃতীয় ২০ টাকা, চতুর্থ ২৫ টাকা, পঞ্চম ২০ টাকা। মোট কত টাকা খরচ হলো?",add,১২০
"একটি দোকানে ১০০টি কমলালেবু আছে। ৩০টি বিক্রি হলো। পরে আরও ৫০টি যোগ হলো। এখন কতটি আছে?",multi_step,১২০
"মিতা ৬০ টাকা দিয়ে ৪টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,১৫
"একটি রেস্টুরেন্টে ৯টি টেবিল আছে। প্রতিটি টেবিলে ৫ জন বসে। মোট কতজন খেতে পারে?",multiply,৪৫
"একজন শ্রমিক ৭ ঘণ্টা কাজ করে। ৫ দিনে মোট কত ঘণ্টা কাজ করবে?",multiply,৩৫
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১৬ মি এবং প্রস্থ ৭ মি। ক্ষেত্রফল কত?",multiply,১১২
"রাহিম ৩৫০ টাকা দিয়ে ৭টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৫০
"একটি বাসে ৬০ জন যাত্রী আছে। ২০ জন নেমে গেল। পরে ৩০ জন উঠল। এখন কতজন আছে?",multi_step,৭০
"একটি বাক্সে ২৫টি পেন্সিল আছে। ১২টি বাক্সে মোট কতটি?",multiply,৩০০
"মিতা ৫ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ১২ দিনে কত কিমি হাঁটবে?",multiply,৬০
"রুবি ১০০ টাকা দিয়ে ৫টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,২০
"একজন কৃষক প্রতিদিন ১৫ লিটার দুধ বিক্রি করে। ৭ দিনে মোট কত লিটার বিক্রি করবে?",multiply,১০৫
"একটি ক্লাসে ৫০ জন ছাত্র আছে। ১২ জন অনুপস্থিত। এখন কতজন উপস্থিত?",subtract,৩৮
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১৩ মি এবং প্রস্থ ৯ মি। ক্ষেত্রফল কত?",multiply,১১৭
"মিঠুর কাছে ৭/৮ কেজি চিনি আছে। সে ১/২ কেজি ব্যবহার করল। কত কেজি বাকি?",subtract,৩/৮
"একটি দোকানে ৯০টি খেলনা আছে। ৩০টি বিক্রি হলো। পরে আরও ২০টি যোগ হলো। এখন কতটি আছে?",multi_step,৮০
"রাহিম ১০টি কলম কিনল। প্রতিটি কলম ১২ টাকা। মোট কত টাকা খরচ হলো?",multiply,১২০
"একটি ট্রেনে ৮০ জন যাত্রী আছে। প্রতিটি কোচে ৭ জন বসে। কতটি কোচ লাগবে?",divide_ceil,১২
"মিতা ৩০ টাকা দিয়ে ৫টি চকলেট কিনল। প্রতিটির দাম কত?",divide,৬
"একজন ছাত্র প্রতিদিন ৩ ঘণ্টা পড়ে। ১০ দিনে মোট কত ঘণ্টা পড়বে?",multiply,৩০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১২ মি এবং প্রস্থ ৫ মি। ক্ষেত্রফল কত?",multiply,৬০
"রুবি ২০টি পেন্সিল কিনল। পরে ৫টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,১৫
"একটি দোকানে ১২০টি আপেল আছে। ৪০টি বিক্রি হলো। পরে আরও ৩০টি যোগ হলো। এখন কতটি আছে?",multi_step,১১০
"মিতা ৬০ টাকা দিয়ে ৬টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,১০
"একজন কৃষক প্রতিদিন ২০টি ডিম পায়। ১০ দিনে মোট কতটি ডিম?",multiply,২০০
"একটি ক্লাসে ৪৫ জন ছেলে এবং ৪০ জন মেয়ে আছে। মোট কতজন?",add,৮৫
"রাহিম ২৭০ টাকা দিয়ে ৬টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৪৫
"একটি বাসে ৭০ জন যাত্রী আছে। ২০ জন নেমে গেল। পরে ২৫ জন উঠল। এখন কতজন আছে?",multi_step,৭৫
"একটি বাক্সে ২০টি চকলেট আছে। ৯টি বাক্সে মোট কতটি?",multiply,১৮০
"মিতা ৮ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ১০ দিনে কত কিমি হাঁটবে?",multiply,৮০
"রুবি ৮০ টাকা দিয়ে ৪টি খাতা কিনল। প্রতিটির দাম কত?",divide,২০
"একজন শ্রমিক ৯ ঘণ্টা কাজ করে। ৬ দিনে মোট কত ঘণ্টা কাজ করবে?",multiply,৫৪
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১৪ মি এবং প্রস্থ ৭ মি। ক্ষেত্রফল কত?",multiply,৯৮
"রাহিম ২০০ টাকা দিয়ে ৫টি খাতা কিনল। প্রতিটির দাম কত?",divide,৪০
"একটি বাসে ৫০ জন যাত্রী আছে। ২৫ জন নেমে গেল। পরে ২০ জন উঠল। এখন কতজন আছে?",multi_step,৪৫
"একটি বাক্সে ২০টি পেন্সিল আছে। ১২টি বাক্সে মোট কতটি?",multiply,২৪০
"মিতা ৯ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ৭ দিনে কত কিমি হাঁটবে?",multiply,৬৩
text,label,answer
"রাহিমের কাছে ২৫০ টাকা আছে। সে ৫০ টাকা দিয়ে কলম কিনল। পরে আরও ৭৫ টাকা পেল। এখন তার কাছে কত টাকা আছে?",multi_step,২৭৫
"মিঠুর কাছে ৭/১০ কেজি চিনি আছে। সে ২/৫ কেজি ব্যবহার করল। কত কেজি বাকি?",subtract,৩/১০
"একটি ট্রেনে ৯০ জন যাত্রী আছে। প্রতিটি কোচে ৯ জন বসে। কতটি কোচ লাগবে?",divide_ceil,১০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১৫ মি এবং প্রস্থ ১০ মি। ক্ষেত্রফল কত?",multiply,১৫০
"মিতা ৩০টি আপেল কিনল। ১০টি খেয়ে ফেলল। পরে আরও ২০টি কিনল। এখন কতটি আছে?",multi_step,৪০
"একটি স্কুলে ৮০ জন ছাত্র আছে। ৫টি দলে ভাগ করা হলো। প্রতিটি দলে কয়জন?",divide,১৬
"রুবি ২০০ টাকা দিয়ে ৫টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,৪০
"একজন কৃষক প্রতিদিন ১৮টি ডিম পায়। ৮ দিনে মোট কতটি ডিম হবে?",multiply,১৪৪
"একটি দোকানে ৯০টি কলম আছে। ২০টি বিক্রি হলো। পরে আরও ২৫টি আরও আনা হলো। এখন কতটি কলম আছে?",multi_step,৯৫
"একটি ট্রাক ৮ কিমি প্রতি লিটার গ্যাস খায়। ট্রাক ৪৮ কিমি যাবে। কত লিটার গ্যাস লাগবে?",divide,৬
"রাহিমের কাছে ৩৫০ টাকা আছে। সে ১০০ টাকা খরচ করল। পরে ১০% টাকা ফেরত পেল। এখন কত টাকা আছে?",multi_step,২৭০
"মিতা ৪/৫ কেজি চিনি কিনল। সে ১/৫ কেজি ব্যবহার করল। কত কেজি বাকি?",subtract,৩/৫
"একটি ক্লাসে ৫০ জন ছেলে এবং ৪৫ জন মেয়ে আছে। মোট কতজন ছাত্র?",add,৯৫
"রুবি ৬টি বই কিনল। প্রথম বই ২৫ টাকা, দ্বিতীয় ৩০ টাকা, তৃতীয় ২০ টাকা, চতুর্থ ২৫ টাকা, পঞ্চম ২০ টাকা, ষষ্ঠ ৩০ টাকা। মোট কত টাকা খরচ হলো?",add,১৫০
"একটি দোকানে ১২০টি কমলালেবু আছে। ৪০টি বিক্রি হলো। পরে আরও ৬০টি যোগ হলো। এখন কতটি আছে?",multi_step,১৪০
"মিতা ৭৫ টাকা দিয়ে ৫টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,১৫
"একটি রেস্টুরেন্টে ১০টি টেবিল আছে। প্রতিটি টেবিলে ৬ জন বসে। মোট কতজন খেতে পারে?",multiply,৬০
"একজন শ্রমিক ৯ ঘণ্টা কাজ করে। ৫ দিনে মোট কত ঘণ্টা কাজ করবে?",multiply,৪৫
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১৮ মি এবং প্রস্থ ৯ মি। ক্ষেত্রফল কত?",multiply,১৬২
"রাহিম ৪০০ টাকা দিয়ে ৮টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৫০
"একটি বাসে ৬০ জন যাত্রী আছে। ৩০ জন নেমে গেল। পরে ২৫ জন উঠল। এখন কতজন আছে?",multi_step,৫৫
"একটি বাক্সে ৩০টি পেন্সিল আছে। ১২টি বাক্সে মোট কতটি?",multiply,৩৬০
"মিতা ৬ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ১৫ দিনে কত কিমি হাঁটবে?",multiply,৯০
"রুবি ১২৫ টাকা দিয়ে ৫টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,২৫
"একজন কৃষক প্রতিদিন ২০ লিটার দুধ বিক্রি করে। ৯ দিনে মোট কত লিটার বিক্রি করবে?",multiply,১৮০
"একটি ক্লাসে ৬০ জন ছাত্র আছে। ১৫ জন অনুপস্থিত। এখন কতজন উপস্থিত?",subtract,৪৫
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১৩ মি এবং প্রস্থ ১২ মি। ক্ষেত্রফল কত?",multiply,১৫৬
"মিঠুর কাছে ৯/১০ কেজি চিনি আছে। সে ২/৫ কেজি ব্যবহার করল। কত কেজি বাকি?",subtract,১/২
"একটি দোকানে ১০০টি খেলনা আছে। ৪০টি বিক্রি হলো। পরে আরও ৩০টি যোগ হলো। এখন কতটি আছে?",multi_step,৯০
"রাহিম ১২টি কলম কিনল। প্রতিটি কলম ১৫ টাকা। মোট কত টাকা খরচ হলো?",multiply,১৮০
"একটি ট্রেনে ৮৫ জন যাত্রী আছে। প্রতিটি কোচে ৭ জন বসে। কতটি কোচ লাগবে?",divide_ceil,১৩
"মিতা ৩৫ টাকা দিয়ে ৫টি চকলেট কিনল। প্রতিটির দাম কত?",divide,৭
"একজন ছাত্র প্রতিদিন ৫ ঘণ্টা পড়ে। ৬ দিনে মোট কত ঘণ্টা পড়বে?",multiply,৩০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১০ মি এবং প্রস্থ ৭ মি। ক্ষেত্রফল কত?",multiply,৭০
"রুবি ১৮টি পেন্সিল কিনল। পরে ৬টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,১২
"একটি দোকানে ১৩০টি আপেল আছে। ৫০টি বিক্রি হলো। পরে আরও ৪০টি যোগ হলো। এখন কতটি আছে?",multi_step,১২০
"মিতা ৭০ টাকা দিয়ে ৭টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,১০
"একজন কৃষক প্রতিদিন ১২টি ডিম পায়। ১৫ দিনে মোট কতটি ডিম?",multiply,১৮০
"একটি ক্লাসে ৫০ জন ছেলে এবং ৪৫ জন মেয়ে আছে। মোট কতজন?",add,৯৫
"রাহিম ৩০০ টাকা দিয়ে ৬টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৫০
"একটি বাসে ৭০ জন যাত্রী আছে। ২৫ জন নেমে গেল। পরে ৩০ জন উঠল। এখন কতজন আছে?",multi_step,৭৫
"একটি বাক্সে ২০টি চকলেট আছে। ৯টি বাক্সে মোট কতটি?",multiply,১৮০
"মিতা ৮ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ১২ দিনে কত কিমি হাঁটবে?",multiply,৯৬
"রুবি ৯০ টাকা দিয়ে ৬টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,১৫
"একজন শ্রমিক ৮ ঘণ্টা কাজ করে। ৯ দিনে মোট কত ঘণ্টা কাজ করবে?",multiply,৭২
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১৬ মি এবং প্রস্থ ১০ মি। ক্ষেত্রফল কত?",multiply,১৬০
"রাহিম ২২৫ টাকা দিয়ে ৫টি খাতা কিনল। প্রতিটির দাম কত?",divide,৪৫
"একটি বাসে ৫০ জন যাত্রী আছে। ৩০ জন নেমে গেল। পরে ২০ জন উঠল। এখন কতজন আছে?",multi_step,৪০
"একটি বাক্সে ২৫টি পেন্সিল আছে। ১০টি বাক্সে মোট কতটি?",multiply,২৫০
"মিতা ৯ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ৮ দিনে কত কিমি হাঁটবে?",multiply,৭২
text,label,answer
"রাহিমের কাছে ৩০০ টাকা আছে। সে ৫০ টাকা দিয়ে কলম কিনল। পরে আরও ১০০ টাকা পেল। এখন তার কাছে কত টাকা আছে?",multi_step,৩৫০
"মিঠুর কাছে ৭/৮ কেজি চিনি আছে। সে ৩/৮ কেজি ব্যবহার করল। কত কেজি বাকি?",subtract,৪/৮
"একটি ট্রেনে ১০০ জন যাত্রী আছে। প্রতিটি কোচে ১০ জন বসে। কতটি কোচ লাগবে?",divide_ceil,১০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ২০ মি এবং প্রস্থ ১২ মি। ক্ষেত্রফল কত?",multiply,২৪০
"মিতা ৪০টি আপেল কিনল। ১২টি খেয়ে ফেলল। পরে আরও ২৫টি কিনল। এখন কতটি আছে?",multi_step,৫৩
"একটি স্কুলে ৯০ জন ছাত্র আছে। ৬টি দলে ভাগ করা হলো। প্রতিটি দলে কয়জন?",divide,১৫
"রুবি ২৫০ টাকা দিয়ে ৫টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,৫০
"একজন কৃষক প্রতিদিন ২৫টি ডিম পায়। ৭ দিনে মোট কতটি ডিম হবে?",multiply,১৭৫
"একটি দোকানে ১২০টি কলম আছে। ৩০টি বিক্রি হলো। পরে ৪০টি আরও আনা হলো। এখন কতটি কলম আছে?",multi_step,১৩০
"একটি ট্রাক ৯ কিমি প্রতি লিটার গ্যাস খায়। ট্রাক ৫৪ কিমি যাবে। কত লিটার গ্যাস লাগবে?",divide,৬
"রাহিমের কাছে ৪০০ টাকা আছে। সে ৫০ টাকা খরচ করল। পরে ২০% টাকা ফেরত পেল। এখন কত টাকা আছে?",multi_step,৩৮০
"মিতা ৫/৬ কেজি চিনি কিনল। সে ১/৩ কেজি ব্যবহার করল। কত কেজি বাকি?",subtract,১/২
"একটি ক্লাসে ৬০ জন ছেলে এবং ৫৫ জন মেয়ে আছে। মোট কতজন ছাত্র?",add,১১৫
"রুবি ৭টি বই কিনল। প্রথম বই ২৫ টাকা, দ্বিতীয় ৩০ টাকা, তৃতীয় ২০ টাকা, চতুর্থ ২৫ টাকা, পঞ্চম ২০ টাকা, ষষ্ঠ ৩০ টাকা, সপ্তম ২৫ টাকা। মোট কত টাকা খরচ হলো?",add,১৭৫
"একটি দোকানে ১৫০টি কমলালেবু আছে। ৫০টি বিক্রি হলো। পরে আরও ৭০টি যোগ হলো। এখন কতটি আছে?",multi_step,১৭০
"মিতা ৮০ টাকা দিয়ে ৪টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,২০
"একটি রেস্টুরেন্টে ১২টি টেবিল আছে। প্রতিটি টেবিলে ৫ জন বসে। মোট কতজন খেতে পারে?",multiply,৬০
"একজন শ্রমিক ১০ ঘণ্টা কাজ করে। ৬ দিনে মোট কত ঘণ্টা কাজ করবে?",multiply,৬০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ২৫ মি এবং প্রস্থ ১২ মি। ক্ষেত্রফল কত?",multiply,৩০০
"রাহিম ৪৫০ টাকা দিয়ে ৯টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৫০
"একটি বাসে ৭০ জন যাত্রী আছে। ৩০ জন নেমে গেল। পরে ২৫ জন উঠল। এখন কতজন আছে?",multi_step,৬৫
"একটি বাক্সে ৩০টি পেন্সিল আছে। ১৫টি বাক্সে মোট কতটি?",multiply,৪৫০
"মিতা ৭ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ২০ দিনে কত কিমি হাঁটবে?",multiply,১৪০
"রুবি ১৫০ টাকা দিয়ে ৫টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,৩০
"একজন কৃষক প্রতিদিন ২২ লিটার দুধ বিক্রি করে। ১০ দিনে মোট কত লিটার বিক্রি করবে?",multiply,২২০
"একটি ক্লাসে ৬৫ জন ছাত্র আছে। ২০ জন অনুপস্থিত। এখন কতজন উপস্থিত?",subtract,৪৫
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১৮ মি এবং প্রস্থ ১৪ মি। ক্ষেত্রফল কত?",multiply,২৫২
"মিঠুর কাছে ৯/১০ কেজি চিনি আছে। সে ৩/৫ কেজি ব্যবহার করল। কত কেজি বাকি?",subtract,৩/১০
"একটি দোকানে ১২০টি খেলনা আছে। ৫০টি বিক্রি হলো। পরে আরও ৩০টি যোগ হলো। এখন কতটি আছে?",multi_step,১০০
"রাহিম ১৫টি কলম কিনল। প্রতিটি কলম ১২ টাকা। মোট কত টাকা খরচ হলো?",multiply,১৮০
"একটি ট্রেনে ৯০ জন যাত্রী আছে। প্রতিটি কোচে ৮ জন বসে। কতটি কোচ লাগবে?",divide_ceil,১২
"মিতা ৪০ টাকা দিয়ে ৫টি চকলেট কিনল। প্রতিটির দাম কত?",divide,৮
"একজন ছাত্র প্রতিদিন ৬ ঘণ্টা পড়ে। ৭ দিনে মোট কত ঘণ্টা পড়বে?",multiply,৪২
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ১৪ মি এবং প্রস্থ ৮ মি। ক্ষেত্রফল কত?",multiply,১১২
"রুবি ২৫টি পেন্সিল কিনল। পরে ৫টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,২০
"একটি দোকানে ১৪০টি আপেল আছে। ৫০টি বিক্রি হলো। পরে আরও ৩০টি যোগ হলো। এখন কতটি আছে?",multi_step,১২০
"মিতা ৮০ টাকা দিয়ে ৮টি কলম কিনল। প্রতিটি কলমের দাম কত?",divide,১০
"একজন কৃষক প্রতিদিন ১৫টি ডিম পায়। ১২ দিনে মোট কতটি ডিম?",multiply,১৮০
"একটি ক্লাসে ৬০ জন ছেলে এবং ৫০ জন মেয়ে আছে। মোট কতজন?",add,১১০
"রাহিম ৩৬০ টাকা দিয়ে ৬টি বই কিনল। প্রতিটি বইয়ের দাম কত?",divide,৬০
"একটি বাসে ৮০ জন যাত্রী আছে। ৩০ জন নেমে গেল। পরে ৪০ জন উঠল। এখন কতজন আছে?",multi_step,৯০
"একটি বাক্সে ২০টি চকলেট আছে। ১২টি বাক্সে মোট কতটি?",multiply,২৪০
"মিতা ৯ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ১৫ দিনে কত কিমি হাঁটবে?",multiply,১৩৫
"রুবি ৯০ টাকা দিয়ে ৬টি খাতা কিনল। প্রতিটি খাতার দাম কত?",divide,১৫
"একজন শ্রমিক ৮ ঘণ্টা কাজ করে। ১০ দিনে মোট কত ঘণ্টা কাজ করবে?",multiply,৮০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ২০ মি এবং প্রস্থ ১৫ মি। ক্ষেত্রফল কত?",multiply,৩০০
"রাহিম ৩৫০ টাকা দিয়ে ৭টি খাতা কিনল। প্রতিটির দাম কত?",divide,৫০
"একটি বাসে ৫০ জন যাত্রী আছে। ২৫ জন নেমে গেল। পরে ৩০ জন উঠল। এখন কতজন আছে?",multi_step,৫৫
"একটি বাক্সে ৩০টি পেন্সিল আছে। ১০টি বাক্সে মোট কতটি?",multiply,৩০০
"মিতা ১০ কিমি হাঁটে। সে প্রতিদিন একই দূরত্ব হাঁটে। ৭ দিনে কত কিমি হাঁটবে?",multiply,৭০
"সারা ৩০টি ক্যান্ডি কিনল। সে ১০টি তার সহপাঠীদের দিল। এখন কতটি আছে?",subtract,২০
"আহমেদ ৪০টি মার্বেল আছে। সে ১৫টি ছোট ভাইকে দিল। বাকি কতটি?",subtract,২৫
"নিশা ১৮টি বই কিনল। সে ৬টি লাইব্রেরিতে দান করল। এখন কতটি আছে?",subtract,১২
"রফিকের কাছে ১২টি কলা আছে। মামা তাকে আরও ৮টি দিল। মোট কতটি?",add,২০
"লিলার কাছে ৬টি গোলাপ আছে। বাবা তার জন্য আরও ৪টি এনে দিল। এখন কতটি?",add,১০
"রাহুল ৫০ টাকা নিয়ে দোকানে গেল। সে ২০ টাকার খেলনা কিনল। বাকি কত টাকা?",subtract,৩০
"মরিয়মের কাছে ১৫টি পেন্সিল ছিল। সে ৫টি হারিয়ে ফেলল। এখন কতটি আছে?",subtract,১০
"রুবি ১০০টি পেন্সিল কিনল। পরে ২৫টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,৭৫
"রুবি ৫০টি পেন্সিল কিনল। পরে ১৫টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,৩৫
"রুবি ৮০টি পেন্সিল কিনল। পরে ২০টি বন্ধুকে দিল। এখন কতটি আছে?",subtract,৬০
"গ্রামবাসীরা গ্রামের রাস্তা মেরামতের জন্য টাকা তোলার সিদ্ধান্ত নিলেন। গ্রামে ৩২৪টি পরিবার আছে। প্রত্যেক পরিবার যদি ২৫০ টাকা করে জমা দেয়, তাহলে সর্বমোট কত টাকা হবে?",multiply,৮১০০০
"একটি স্কুলে ৪৫০ জন ছাত্র আছে। যদি প্রতিদিন ৭৫ জন ছাত্র অনুপস্থিত থাকে, তাহলে এক সপ্তাহে মোট কতজন ছাত্র অনুপস্থিত থাকবে?",multiply,৫২৫
"একটি কারখানায় প্রতিদিন ১২০০টি পণ্য তৈরি হয়। যদি প্রতিদিন ১৫০টি পণ্য বিক্রি হয়, তাহলে এক সপ্তাহে কতটি পণ্য বিক্রি হবে?",multiply,১০৫০
"একটি শহরে ৫০০০টি গাছ লাগানো হয়েছে। যদি প্রতি বছর ১০% গাছ মারা যায়, তাহলে ৫ বছরে কতটি গাছ বাঁচবে?",multi_step,২৯৫৭
"একটি ট্রেনে ৮০০ জন যাত্রী আছে। যদি প্রতিটি কোচে ৪০ জন বসে, তাহলে কতটি কোচ লাগবে?",divide_ceil,২০
"একটি আয়তক্ষেত্রের দৈর্ঘ্য ২৫ মি এবং প্রস্থ ১৫ মি। ক্ষেত্রফল কত?",multiply,৩৭৫ 
"একটি দোকানে ২০০টি আপেল আছে। যদি প্রতিদিন ২৫টি বিক্রি হয়, তাহলে ৫ দিনে কতটি আপেল বিক্রি হবে?",multiply,১২৫
"একটি রেস্টুরেন্টে ২০টি টেবিল আছে। যদি প্রতিটি টেবিলে ৬ জন বসে, তাহলে মোট কতজন খেতে পারে?",multiply,১২০
"একজন শ্রমিক ৮ ঘণ্টা কাজ করে। যদি সে প্রতিদিন ৬ দিনে কাজ করে, তাহলে মোট কত ঘণ্টা কাজ করবে?",multiply,৪৮
